Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,weight,weight_Symptom_2,weight_Symptom_3,weight_Symptom_4,weight_Symptom_5,weight_Symptom_6,weight_Symptom_7,weight_Symptom_8,weight_Symptom_9,weight_Symptom_10,weight_Symptom_11,weight_Symptom_12,weight_Symptom_13,weight_Symptom_14,weight_Symptom_15,weight_Symptom_16,weight_Symptom_17,Total_Severity,Disease_Encoded
hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,3.0,5.0,3.0,2.0,4,6,5,5,3,2,6,6,7,7,5,2,75.0,27
hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,3.0,3.0,5.0,3.0,6,5,4,2,2,6,6,6,7,7,5,2,76.0,25
hyperthyroidism,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,3.0,5.0,3.0,6.0,5,4,2,2,6,2,6,6,7,7,5,2,74.0,25
hyperthyroidism,fatigue,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,3.0,5.0,3.0,6.0,5,4,2,2,6,2,6,6,7,7,5,2,75.0,25
hyperthyroidism,fatigue,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,3.0,5.0,3.0,6.0,5,4,2,2,6,2,6,6,7,7,5,2,75.0,25
hyperthyroidism,fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,3.0,3.0,3.0,6.0,5,4,2,2,6,2,6,6,7,7,5,2,73.0,25
hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,3.0,3.0,5.0,6.0,5,4,2,2,6,2,6,6,7,7,5,2,75.0,25
hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,3.0,3.0,5.0,3.0,5,4,2,2,6,2,6,6,7,7,5,2,72.0,25
hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,3.0,3.0,5.0,3.0,6,4,2,2,6,2,6,6,7,7,5,2,73.0,25
hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,muscle_weakness,irritability,abnormal_menstruation,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,3.0,3.0,5.0,3.0,6,5,2,2,6,2,6,6,7,7,5,2,74.0,25
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,slurred_speech,irritability,palpitations,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,4.0,3.0,3.0,5,5,4,4,2,4,6,6,7,7,5,2,76.0,26
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,4.0,3.0,3.0,5,5,4,4,4,2,4,6,7,7,5,2,74.0,26
hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,4.0,3.0,3.0,5.0,5,4,4,4,2,4,6,6,7,7,5,2,75.0,26
hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,3.0,3.0,5.0,5,4,4,4,2,4,6,6,7,7,5,2,76.0,26
hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,3.0,3.0,5.0,5,4,4,4,2,4,6,6,7,7,5,2,76.0,26
hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,4.0,3.0,5.0,5,4,4,4,2,4,6,6,7,7,5,2,77.0,26
hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,4.0,3.0,5.0,5,4,4,4,2,4,6,6,7,7,5,2,77.0,26
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,4.0,3.0,3.0,5,4,4,4,2,4,6,6,7,7,5,2,75.0,26
hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,4.0,4.0,3.0,3.0,5,4,4,4,2,4,6,6,7,7,5,2,75.0,26
osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,3.0,2.0,5.0,2,4,4,4,4,2,6,6,7,7,5,2,71.0,32
osteoarthristis,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,2.0,5.0,2.0,5,4,4,4,4,2,6,6,7,7,5,2,73.0,32
osteoarthristis,joint_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,3.0,2.0,5.0,2.0,5,4,4,4,4,2,6,6,7,7,5,2,71.0,32
osteoarthristis,joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,2.0,5.0,2.0,5,4,4,4,4,2,6,6,7,7,5,2,73.0,32
osteoarthristis,joint_pain,neck_pain,knee_pain,swelling_joints,painful_walking,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,3.0,5.0,2.0,5,4,4,4,4,2,6,6,7,7,5,2,74.0,32
osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,3.0,2.0,2.0,5,4,4,4,4,2,6,6,7,7,5,2,71.0,32
osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,3.0,2.0,5.0,5,4,4,4,4,2,6,6,7,7,5,2,74.0,32
arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,2,4.0,5.0,5.0,2.0,5,4,4,4,4,2,6,6,7,7,5,2,74.0,5
arthritis,stiff_neck,swelling_joints,movement_stiffness,painful_walking,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,5.0,5.0,2.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,75.0,5
arthritis,muscle_weakness,swelling_joints,movement_stiffness,painful_walking,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,2,5.0,5.0,2.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,73.0,5
arthritis,muscle_weakness,stiff_neck,movement_stiffness,painful_walking,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,2,4.0,5.0,2.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,72.0,5
arthritis,muscle_weakness,stiff_neck,swelling_joints,painful_walking,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,2,4.0,5.0,2.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,72.0,5
arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,2,4.0,5.0,5.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,75.0,5
(vertigo) paroymsal  positional vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,5.0,6.0,4.0,4,4,4,4,4,2,6,6,7,7,5,2,78.0,0
(vertigo) paroymsal  positional vertigo,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,5.0,6.0,4.0,4.0,5,4,4,4,4,2,6,6,7,7,5,2,78.0,0
(vertigo) paroymsal  positional vertigo,vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,5.0,6.0,4.0,4.0,5,4,4,4,4,2,6,6,7,7,5,2,80.0,0
(vertigo) paroymsal  positional vertigo,vomiting,headache,spinning_movements,loss_of_balance,unsteadiness,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,6.0,4.0,4.0,5,4,4,4,4,2,6,6,7,7,5,2,78.0,0
(vertigo) paroymsal  positional vertigo,vomiting,headache,nausea,loss_of_balance,unsteadiness,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,5.0,4.0,4.0,5,4,4,4,4,2,6,6,7,7,5,2,77.0,0
(vertigo) paroymsal  positional vertigo,vomiting,headache,nausea,spinning_movements,unsteadiness,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,5.0,6.0,4.0,5,4,4,4,4,2,6,6,7,7,5,2,79.0,0
(vertigo) paroymsal  positional vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,5,3.0,5.0,6.0,4.0,5,4,4,4,4,2,6,6,7,7,5,2,79.0,0
acne,skin_rash,pus_filled_pimples,blackheads,scurring,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,2.0,2.0,2.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,68.0,1
acne,pus_filled_pimples,blackheads,scurring,high_fever,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,2,2.0,2.0,7.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,72.0,1
acne,skin_rash,blackheads,scurring,high_fever,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,2.0,2.0,7.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,73.0,1
acne,skin_rash,pus_filled_pimples,scurring,high_fever,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,2.0,2.0,7.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,73.0,1
acne,skin_rash,pus_filled_pimples,blackheads,high_fever,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,2.0,2.0,7.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,73.0,1
urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,6,4.0,,6.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,75.0,39
urinary tract infection,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,high_fever,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,4,,6.0,7.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,76.0,39
urinary tract infection,burning_micturition,foul_smell_of urine,continuous_feel_of_urine,high_fever,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,6,,6.0,7.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,78.0,39
urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,high_fever,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,6,4.0,6.0,7.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,82.0,39
urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,high_fever,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,6,4.0,,7.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,76.0,39
psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,3.0,3.0,2.0,2.0,2,4,4,4,4,2,6,6,7,7,5,2,66.0,36
psoriasis,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,3.0,2.0,2.0,2.0,5,4,4,4,4,2,6,6,7,7,5,2,68.0,36
psoriasis,skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,3.0,2.0,2.0,2.0,5,4,4,4,4,2,6,6,7,7,5,2,68.0,36
psoriasis,skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,inflammatory_nails,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,3.0,2.0,2.0,2.0,5,4,4,4,4,2,6,6,7,7,5,2,68.0,36
psoriasis,skin_rash,joint_pain,skin_peeling,small_dents_in_nails,inflammatory_nails,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,3.0,3.0,2.0,2.0,5,4,4,4,4,2,6,6,7,7,5,2,69.0,36
psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,inflammatory_nails,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,3.0,3.0,2.0,2.0,5,4,4,4,4,2,6,6,7,7,5,2,69.0,36
psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,3.0,3.0,2.0,2.0,5,4,4,4,4,2,6,6,7,7,5,2,69.0,36
impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,7.0,4.0,2.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,75.0,28
impetigo,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,7,4.0,2.0,3.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,75.0,28
impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,4.0,2.0,3.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,71.0,28
impetigo,skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,7.0,2.0,3.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,74.0,28
impetigo,skin_rash,high_fever,blister,yellow_crust_ooze,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,7.0,4.0,3.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,76.0,28
impetigo,skin_rash,high_fever,blister,red_sore_around_nose,headache,nausea,abdominal_pain,abdominal_pain,yellowing_of_eyes,yellowing_of_eyes,irritability,malaise,abnormal_menstruation,chest_pain,chest_pain,blood_in_sputum,muscle_pain,3,7.0,4.0,2.0,3.0,5,4,4,4,4,2,6,6,7,7,5,2,75.0,28
